"VIF.1","VIF.2","VIF.3","VIF.4","VIF.5","VIF.6","VIF.7","VIF.8","VIF.9","VIF.10","VIF.11","VIF.12","VIF.13"
"47",1.55019592727479,1.73291843614776,1.96260432727652,1.3261940501364,1.33749232722112,2.53813601726742,1.78269497442076,1.67798366835542,2.56812208383429,2.61290711171813,1.22478078506069,1.12285235182108,1.37981871809837
"48",1.54584554097338,1.90035437224702,2.01883267875349,1.38440052004698,1.354163041832,2.56454324683167,2.20267799131451,1.67393286502739,3.86685275585513,3.62251600929905,1.20515057919837,1.20268838092934,1.38907446039655
"49",1.36525206921386,1.99164252383508,1.53833512107138,1.67931022784842,1.35691116409121,2.36892437342012,2.43463972963272,3.33562162715166,10.7763317462731,7.39666205458853,1.17142617562848,1.23854989995047,2.07745048970932
"50",1.36635709205235,1.94796989283174,1.49688220795907,1.80825720687543,1.34879696897872,2.19146575951829,2.60845678918416,3.86802494333979,10.5338572242631,7.0977151111447,1.1550921838944,1.19194913377719,2.19315618849996
"51",1.41552669681721,2.03898358325609,1.51969888860044,1.82259889376997,1.35914992794062,2.22348599718459,2.59861231028425,3.79393825615408,9.98227490507723,7.24902364958234,1.1658655691746,1.24637438412112,2.12895436518848
"52",1.43380893415563,2.06919935525521,1.52474908762283,1.83335159188332,1.35757779687288,2.16501445598614,2.61365676568437,3.6716411200883,9.32502733616696,6.97631389611957,1.16736281396532,1.25722813189626,2.05813696354791
"53",1.44190320526785,2.08402094694447,1.56580754867189,1.69272494879361,1.35369134980754,2.1450437230478,2.43879196418462,2.7974534100604,7.91649375551007,6.23188871283678,1.17391038218943,1.2780289051382,1.79000291568892
"54",1.47967096171878,2.12385291699008,1.56306500008646,1.77222915537371,1.35116526603747,2.0718883571996,2.52525294881818,2.75076046295149,7.04972752970446,5.83882382852961,1.17849108732439,1.29247519795667,1.73554943621435
"55",1.53448206362687,2.10649524516819,1.75043920582571,1.54320322355219,1.33505376378243,2.23373749329592,2.28259282804727,1.78260566638678,5.11664871205679,4.82513703432632,1.19396448038056,1.31384218085327,1.44028261260921
"56",1.46361944936034,2.09264114796726,1.63765229286161,1.57433732425417,1.34723849409727,2.14353827603161,2.3233877665885,2.08705068781202,6.43914280969498,5.4012781821754,1.18172082245594,1.29409222060575,1.55538255687205
"57",1.47747506695009,2.09359924696179,1.68020397117799,1.53616684835147,1.34979548752307,2.19579574163346,2.3153478666523,1.94077355850551,6.12231382059505,5.27077592988343,1.18631147689838,1.30094239664429,1.50538195725836
"58",1.51896907181938,2.07184316288438,1.78200893041428,1.48251788796655,1.33465459609699,2.27252736429541,2.3087814369302,1.75419620587346,5.40434728632591,4.96260458761155,1.19178231095863,1.29751226100394,1.42159583686321
"59",1.48588443027332,2.10930945094614,1.64149422828355,1.60665473118406,1.33911581893576,2.09581949627303,2.32238229249438,2.00345119438802,5.84735225008279,5.08849878660646,1.1831342400784,1.29908379648688,1.51708501649107
"60",1.50488524457466,2.12686088534344,1.63902034833386,1.64571462812454,1.33717261588344,2.07928242801141,2.34663015427841,1.99312952734482,5.54127779650766,4.95310069760726,1.18612700498009,1.30593031895189,1.50735588673036
"61",1.51268619793515,2.12023855753816,1.68115143376073,1.59464156921688,1.34149180312927,2.15826532283922,2.31157010308557,1.89456724796617,5.42935734888603,4.93811154083651,1.19013786876697,1.3120845794697,1.48179744878682
"62",1.37015145547122,2.0337145264227,1.66963869123349,1.43029229544279,1.35940167530525,2.46474381108607,2.80078473458479,2.0544559883072,9.42695807898701,6.38478621270078,1.20388064386619,1.24404762904878,1.55215300952916
"63",1.25227499194108,1.89747525453884,1.55254795982773,1.57647725134601,1.33213612139218,2.81235908772541,2.74197534031313,2.61154598509239,11.1586422551254,6.57895208551153,1.19080647768601,1.18992702105698,1.98510283143271
"64",1.27197411551942,1.81273149232406,1.50280469359155,1.58367614313556,1.31691946224431,3.08241413489899,3.63860159222808,3.25129099700957,9.0595517985564,5.43314342586677,1.15121796027717,1.09877448757695,2.07516033679682
"65",1.26340781810534,1.87294311704746,1.53075668933791,1.61032929352838,1.33328782376642,2.67363138604834,2.67698952895512,2.83972657322186,10.8962948824439,6.52203195861651,1.17517616404453,1.16718638957681,2.06844932015306
"66",1.34265635233574,1.88004696393481,1.49372758544015,1.76685524156522,1.3491832771665,2.15143758700084,2.71720513954567,3.74432073761329,10.4709996031493,6.54889945226125,1.15088982067075,1.13425182192479,2.16553055820434
"67",1.31818746383176,1.8338490198519,1.49379582194658,1.71400020857196,1.320118361829,2.11397164561665,2.832698052012,3.63939063256037,9.35235846702698,5.80046414698516,1.14380423742602,1.10311939849626,2.13282437060429
"68",1.30586242566716,1.81463273727764,1.49665007344491,1.65159252421451,1.31530652083088,2.3681249798943,3.12881317498983,3.558852247276,8.91280912548616,5.43599877345579,1.14407305483285,1.09074237530943,2.10909577885238
"69",1.35648902581678,1.85023132558259,1.57379141999904,1.84894367760571,1.30241539230809,1.90384998046286,3.15667867870666,4.17146947069007,7.59450675313663,4.93486920615685,1.13488510795939,1.07586302244282,2.12234498556616
"70",1.35936887558183,1.85813165559303,1.55202429199129,1.8512801771987,1.30501788338881,1.85006750772411,3.04550655021072,4.19015784412951,8.11384001962065,5.2525850749012,1.13520632611978,1.08395493554869,2.12331702182588
"71",1.3527426929653,1.87670917542952,1.49337906540893,1.80300488048803,1.33777298937232,2.01916011860112,2.77888552231057,3.93793185847034,9.94167140141684,6.30137424429812,1.14509809572974,1.12247555270837,2.15676622456138
"72",1.26267310320745,1.84456262433752,1.51729475130923,1.61583653710033,1.32975013050053,2.75124096802273,2.90390897119636,2.93087157185523,10.3636390348909,6.12650113798763,1.16542745118314,1.13632402746341,2.09642653576016
"73",1.35883648567066,1.87359526478965,1.5043244978342,1.83081047654684,1.32391553421034,1.91739583097239,2.85235336125895,4.08218902346181,9.36150411026883,6.00742154328097,1.13968003026637,1.11141704084642,2.14870210195309
"74",1.39898851818889,2.05011080800532,1.58624902651095,1.57550610803861,1.35610996537545,2.24428305174967,2.35929989056201,2.61957048854809,8.78966332281658,6.51482689246023,1.17680370442619,1.26855918863139,1.7722322604843
"75",1.30114555307208,1.86146960580609,1.5062247900513,1.67997002470623,1.34382198480209,2.41074319195622,2.69336488720635,3.2991512301299,10.7285548571141,6.51192818607532,1.15883247606808,1.14146592242254,2.15168485815887
"76",1.30587758017292,1.80601226043581,1.50794072465664,1.63604134658873,1.31029286787338,2.56654371177732,3.51771539787802,3.7020620523418,8.22172154107732,5.08075392633327,1.13997048275943,1.08119107745796,2.10513318913328
"77",1.2396751690571,1.23536332315934,1.61412166372804,1.30892783344941,1.23251869542759,6.4870582267874,7.81817453610876,3.33242093783889,2.4698079504803,6.02413323839987,1.59826389553733,1.09770976687625,2.32717227599083
"78",1.23926345106839,1.23624120440716,1.62228142535852,1.30014808315231,1.23716354440327,6.65181275583828,8.25718493511109,3.46408797867752,2.60682164081457,6.34789521071072,1.60649774253929,1.09799518130458,2.33227072088913
"79",1.20725327435089,1.21490470964355,1.58333326403622,1.30316258430361,1.21877495231963,6.5906021392668,8.67377822529689,3.17634681164143,2.56242938803559,6.49979718884868,1.59021294177991,1.09531892160918,2.24075980355955
"80",1.21844039049259,1.22321022888658,1.60268099482902,1.29183592915382,1.22886281911367,6.70142484760533,8.70105779984922,3.35912537547224,2.69557048017028,6.64556382311654,1.60263231781851,1.09599244214244,2.27424508918171
"81",1.1616349480252,1.19911748931618,1.54511155781757,1.25180696441261,1.20857345507727,6.64703680331189,9.08973820193545,2.96765844473666,3.03237580309527,7.15882300966316,1.59047508197053,1.08920305431274,2.09098548436015
"82",1.17340513004079,1.19695454320574,1.54245916482118,1.28172867328718,1.20203212300023,6.51380143279218,9.35881175014239,2.90257736347256,2.77326017822192,6.94228277391353,1.57844101284111,1.08917726136159,2.10326419754785
"83",1.15004143621208,1.1800477774928,1.51316812379637,1.30441612872426,1.18891884336635,6.50670549714283,10.2317769136342,2.65438809052686,2.51834629086688,6.64036964962772,1.560710767625,1.09151898516256,2.01237548566103
"84",1.17978542767046,1.19491811127989,1.53369766338549,1.34631248189472,1.20147885819036,6.24345211823803,8.45985197898837,2.77833218362647,2.0456492460471,5.12755658294106,1.55300826283947,1.09907041510439,2.12187056410979
"85",1.15886076557425,1.17913317970649,1.50233880985368,1.34898627029184,1.18791434322719,6.32736954568852,9.40773539850369,2.58212482485367,2.01481496846688,5.04571135096846,1.54321649161165,1.09929830462649,2.02151590387117
"86",1.11696751785214,1.16781343597504,1.46216233112519,1.29425868333265,1.1685832901347,6.49186014293636,11.8420255054939,2.11165413533911,2.59495728863921,6.74719879878024,1.54146112887454,1.09083140756259,1.80238066851002
"87",1.09010231124517,1.19409981096363,1.4666752358653,1.20315389316619,1.18035760700423,6.70622279688786,10.1959634974125,2.36388681958738,3.73714832685913,8.44292076934922,1.56408917192695,1.08335701585211,1.84035163991575
"88",1.06645135974039,1.26827438910522,1.41091451896014,1.1310334218235,1.17334338952604,7.17382655241643,10.7535728362108,1.9686362795083,5.56952154174487,10.304003086308,1.5550582666219,1.07958606039031,1.6574716552998
"89",1.09971882451927,1.18498157988493,1.44251200759596,1.24406141034692,1.16660171795018,6.41658453352816,12.2311149732127,1.96289750845685,3.396805951734,8.38388287496348,1.53623419987608,1.08440004457677,1.72389256118889
"90",1.10296984787511,1.18630182849433,1.43437611754216,1.25045986605821,1.16411349571685,6.36419239829705,12.5815230246516,1.82037754031927,3.2372066819654,7.94080858679709,1.52965185559387,1.08543540179946,1.67087822496914
"91",1.16107671308912,1.19019060193233,1.42145824725163,1.37825220133626,1.17294834789244,5.41932593641445,7.90558734173787,2.11744416525846,1.68219305963032,3.70389330959516,1.49791562152975,1.11807339643287,1.88536587517708
"92",1.15754023248658,1.19392523530097,1.40777553699151,1.36928882747978,1.16836240772425,5.29807953747772,7.92540689104002,2.01296570911256,1.71718607572889,3.88304114645348,1.4927249012679,1.12220092478119,1.86096338750579
"93",1.16258586281992,1.25787940698218,1.39235074954388,1.30545530010324,1.17794471340913,3.66309205078578,5.53390155050054,1.81033825456665,2.04530920401038,5.00848999772946,1.48090669786853,1.1447922687857,1.95762704562503
"94",1.17478865527144,1.28026988549999,1.39373667562292,1.30679059176611,1.18527200738771,3.43718320105922,5.37731589992787,1.80347735597057,2.26884167701427,5.37280789541716,1.48045358140034,1.15386675839104,1.94281150011937
"95",1.16508579330259,1.22923068485669,1.3862717560462,1.30462605301628,1.16468560387647,4.00885758679333,6.24397450447156,1.67495304995992,2.00937803568027,4.55000100504198,1.48360997982543,1.13568573886876,1.77409753470105
"96",1.22539780294072,1.37207794644408,1.42351018318651,1.32026412627862,1.22166150922613,2.76578308193022,4.40646165861369,2.08704793135865,2.95599801744,6.1121008119127,1.48536447006834,1.17690768695823,1.99431020018707
"97",1.26253619809881,1.40027286691415,1.43599121701076,1.3206964013036,1.2421362223291,2.64255348438673,4.14830215379182,2.15289753370521,3.11465094909146,5.81259458608611,1.47974125548794,1.18301052765652,1.87993321498497
"98",1.2560245589094,1.33016178278411,1.4400972079864,1.31541172456558,1.21608905246172,3.10292249744802,4.92009421024025,1.76885146232317,2.66065753975949,4.68905098365139,1.47457606351262,1.16465191320275,1.62172579042257
"99",1.23968847115729,1.27877633935756,1.44598619427616,1.32541747193071,1.19738817160008,3.6094671162808,5.92506927695637,1.61101071833316,2.49352757988445,4.35745380042859,1.47926531283925,1.15617101839792,1.53016566294499
"100",1.09775012276864,1.22087755579846,1.41220038770966,1.20934139365802,1.16342254581204,6.32562427260083,13.0674124647239,1.60061937750107,3.97141997859711,8.84354255938722,1.51266091416553,1.08134266321502,1.55923628319015
"101",1.12631538628173,1.52687680110534,1.40296024045767,1.12616030579303,1.19823833318121,4.88444354016669,8.04303986313521,1.42497239466688,5.57531472149181,7.55524909399283,1.44484560263437,1.08213091219707,1.32471892185509
"102",1.13584787511432,1.211897960626,1.42122802204033,1.24317719516085,1.16814222455598,5.6466646405114,10.7149568347163,1.47029179724954,2.84055730696047,5.83682107381034,1.50826591855523,1.09481204341954,1.48694743723571
"103",2.92520239430088,1.7575715641613,2.85671825386044,2.44384079643978,1.86823101275526,9.5031939052686,2.00727848792491,6.59043149965951,3.13820407640467,1.74600703869568,1.30708801951572,1.18000432882428,4.08517833107465
"104",1.69853179555164,1.79356256534107,2.2233139801734,1.4464416060776,1.50126903016924,5.87544511473658,1.54699781057021,5.06430232702192,1.5220644458667,1.75838470939086,1.24454817729146,1.18090047744972,2.40862066725269
"105",1.9109096829956,1.85954936077493,2.85545336346691,1.68659583986856,1.51566788159029,7.92578414265047,1.64390528911524,6.73861847032727,1.63948653725152,1.67035536931087,1.25595532754949,1.1961566503561,2.57623214245254
"106",2.15070705804973,1.9121739089656,3.0878666315488,1.88787711939234,1.53179147058732,8.69045164516501,1.7338835174515,7.42219676285266,1.64349780616308,1.6314766635452,1.27396173530036,1.22250991327913,2.64181688756309
"107",2.00034182598737,1.79039339660786,1.85010613847519,1.87977170197456,1.3264532512328,6.26218812051613,1.7642347906729,5.52232177737335,1.55469732546086,1.88466792384196,1.37461279069256,1.3057841212915,1.69487221722093
"108",2.13438812215723,1.87064331700402,2.32764164974875,1.90581476487434,1.42631340029418,7.05462117788774,1.78386975180868,6.27378556363084,1.52162276587148,1.71767050732457,1.35309616363527,1.28998287178204,2.0009818209974
"109",1.74022282473827,1.61773568435476,2.13172977984869,1.25100426559125,1.68865741931594,6.48111649562999,5.61980301404042,7.90660917425544,4.0926970597529,3.36876361772201,1.22824171656123,1.14711265766496,3.54774613907628
"110",2.10828270939829,1.76993028424083,2.61273153906343,1.23993140926948,1.65118704301165,5.58578224681295,6.7564023042366,8.00872584046079,3.37579391747528,3.19672275029107,1.37482119075293,1.1468155605,2.24665139391207
"111",2.26953948172077,1.97520240136756,3.04642537956654,1.2753338829487,1.78456088352122,6.11667524160501,9.08466718357592,10.1129275359634,3.99807374553334,3.65876019356592,1.44226404549418,1.15681360227589,2.9013980660812
"112",2.20986850730981,2.04486060786881,2.60009431771503,1.39070499694323,1.54739194045532,3.21540677315346,4.30547281329903,5.78088466428304,3.55558185417308,4.51112888536368,1.47985187398106,1.17391289011218,1.89271921000949
"113",1.84352362515226,1.80769806618749,2.43607516972319,1.45193699575455,1.47634763303924,3.11005637388834,3.01744814304702,4.79422159109718,2.64247599754274,4.87259536637606,1.51645757802971,1.16223355311536,2.19336998578667
"114",1.86399539685319,1.85725322880186,2.54091934329992,1.46385178933069,1.48808867972751,2.64662318191052,2.98498363543369,4.84325356222192,2.90201855886812,5.31553638811111,1.52253618227654,1.17207283028265,2.09362352146013
"115",1.99174005760256,2.21003164001027,3.64810286168271,1.45860195203132,1.83726337581201,2.36096685166628,3.2205807720581,5.07214709042602,7.67481203249885,16.6686002753845,1.54213067141993,1.21832979020872,6.9958890563934
"116",1.73736589624914,1.72977567614628,2.37003660926272,1.26244641105558,1.85284029206974,8.41970481693478,8.42972668855733,11.2275592987884,4.65105254723585,4.04261453695209,1.24661100637852,1.160458492216,6.39552492737458
"117",1.79508212468342,1.86128038751861,2.7138940167334,1.27396946202471,1.95341835385206,8.97067341503636,10.960383271603,13.5128276928641,4.91084433662083,4.83806056770897,1.28896615169344,1.16125808506479,8.81495166618258
"118",2.01137413161484,2.28146469308597,3.23577108361144,1.30348938281655,2.06630569369262,6.31913101237819,10.2793100783043,11.5687119515149,5.86973938165563,7.30189616058543,1.39545361616024,1.16665205444919,8.18248101673688
"119",2.06922843688193,2.47556712453388,3.51506830547048,1.37839944109897,2.07555781569189,3.60177362629261,5.00355801543528,7.41017490560842,7.57232040319778,14.8749682491639,1.45760998649313,1.19398170608535,7.64015382964322
"120",2.31215395721916,2.5389306912109,3.51184996515467,1.39863106656312,1.83981569536377,2.88673645999498,5.64830493239317,7.68988780297205,7.35878749396188,12.2951937732003,1.45448908566231,1.21057153142466,4.38094780460719
"121",2.10950017473964,2.29979945867712,3.65310449284982,1.43722981903479,1.68762081305892,1.69374829823543,3.54861255676708,5.12496633497568,7.18120036224931,13.798578610941,1.55541523985203,1.22975476591154,4.57828646939025
"122",2.09188623154946,2.22377602698192,3.1449851478834,1.46720035899462,1.52249793444109,1.55417234296132,3.80865591941976,5.39421660990736,6.02803417256117,8.61561088455707,1.56627744794462,1.23167429440706,2.38198504165965
"123",1.99484970533235,2.08314983169393,2.96992823143018,1.48520240176485,1.50827796277357,1.6587347464518,3.37319810800242,5.21043392431724,5.17183619913763,7.67344145408145,1.570551430515,1.21796136435781,2.27946978482191
"124",1.8359339258415,1.90196493364554,2.77779331655957,1.49565197725774,1.48275448286338,1.78213406883612,2.7138715023611,4.74418948328045,3.83706264531547,6.77301306767098,1.5699438472713,1.1901481360667,2.183795760441
"125",1.71976231818986,1.78594710430342,2.61310298663786,1.51146395524776,1.45819366295643,1.81266049357955,2.30694208618032,4.35727875771041,3.09596556316612,6.05104622499877,1.57421923271762,1.17333140944795,2.13456714837482
"126",1.62332766358203,1.69606002635308,2.33878192040216,1.4990556368839,1.415443045833,1.78795921837206,2.04814888397124,3.75440732310902,2.67170509114894,5.26915740253797,1.56817664665146,1.16094276324936,2.12623069072817
"127",1.16022938745575,1.62196855399401,1.28448190136504,1.15211170695151,1.17235750691434,8.2402243411168,10.9565815046987,1.34060228547274,11.065399096258,14.7840260293141,1.50181525204639,1.11769894461957,1.41370633901971
"128",1.17507786293421,1.75433156382492,1.26804876563052,1.19847736781517,1.18443486896581,9.200647003112,12.435038448909,1.34409714100407,11.8828187130526,15.2466389621848,1.48164943451175,1.15430242672797,1.37793125060125
"129",1.10598862877246,1.43069128700893,1.37219710115372,1.11919267010851,1.17468471227291,8.54893172951287,12.4318886613739,1.64095261140881,9.05790354662075,14.1240468863151,1.56013996376987,1.08549647774261,1.54898305599848
